genome	mge_genome_position	IS_Tn	Integron	Phage	Phage_like	Conjugative_element	Mobility_island	mge_length	phage_genes	conjugation_genes	recombinase
1403868.SAMN02364007	1403868.SAMN02364007.KI997050:1-51744	2	0	0	1	0	0	51743	0	0	Phage_integrase,TnpA,ser_lsr,rve
546.SAMN02872773	546.SAMN02872773.JRTC01000077:278-17168	1	0	0	0	1	0	16890	0	1	DDE_Tnp_IS66,TrwC
28901.SAMN03356979	28901.SAMN03356979.MXLQ01000027:67-68916	2	0	0	0	1	0	68849	0	11	DDE_Tnp_IS66,Transposase_20,Int_P2
696870.SAMN01041179	696870.SAMN01041179.AHUL01000063:5202-39681	1	0	0	0	0	1	34479	0	0	Int_SXT,DDE_3
1037908.SAMN02469847	1037908.SAMN02469847.AFQL01000066:194-58354	3	0	0	0	1	0	58160	0	1	rve,rve,rve,Phage_integrase
1433.SAMN05934566	1433.SAMN05934566.NFEO01000128:247-6517	1	0	0	0	1	0	6270	0	1	Phage_integrase,DDE_Tnp_Tn3,Mob_Pre
593589.SAMN02393809	593589.SAMN02393809.ACHX01000010:96608-147367	3	0	0	0	0	1	50759	0	0	rve,DDE_Tnp_1_5,DDE_Tnp_1_5,Int_SXT
1001708.SAMN00672642	1001708.SAMN00672642.AKUM01000001:299029-325223	1	0	0	1	0	0	26194	0	0	Phage_integrase,Tn7_Tnp_TnsA_N
46626.SAMN02800587	46626.SAMN02800587.JOKK01000015:90-142129	7	0	0	0	1	0	142039	0	15	DDE_Tnp_Tn3,rve,DDE_Tnp_IS66,DDE_Tnp_IS66,ser_ce,Phage_integrase,Transposase_31,RitC,RitB,Phage_integrase,TrwC
28450.SAMEA949305	28450.SAMEA949305.CFVU01000032:24031-48456	1	0	0	0	1	0	24425	0	1	Phage_integrase,rve_3
1446694.SAMN02353120	1446694.SAMN02353120.JHHX01000140:400-40904	1	0	1	0	0	0	40504	3	0	Int_SXT,rve_3,ser_ce
658664.SAMN02463782	658664.SAMN02463782.GL520226:1-139189	2	0	0	0	1	0	139188	0	7	DDE_Tnp_Tn3,ser_ce,Cyan,TnpR
562.SAMN03785608	562.SAMN03785608.LGBK01000047:56-49419	1	0	0	1	0	0	49363	0	0	Transposase_31,Phage_integrase,Phage_integrase
1280.SAMEA1317571	1280.SAMEA1317571.FGHE01000018:526-31674	1	0	0	0	0	1	31148	0	0	DDE_Tnp_1,ser_lsr
216495.SAMN05213959	216495.SAMN05213959.MCQU01000007:48137-101896	1	0	0	0	1	0	53759	0	3	Phage_integrase,DDE_Tnp_ISL3
1870949.SAMN04252892	1870949.SAMN04252892.LPQP01000023:302223-483932	1	0	1	0	0	0	181709	7	0	ser_ce,Int_P2
649756.SAMEA3138376	649756.SAMEA3138376.FP929061:1397919-1432570	2	0	0	1	0	0	34651	0	0	Transposase_20,Phage_integrase,OrfB_IS605
649756.SAMEA3138376	649756.SAMEA3138376.FP929061:308657-335841	1	0	0	0	1	0	27184	0	1	MobA_MobL,Int_Tn916,huh_y1,Phage_integrase
649756.SAMEA3138376	649756.SAMEA3138376.FP929061:2870197-2930627	1	0	0	0	1	0	60430	1	1	MobA_MobL,ser_lsr,ser_lsr,DDE_Tnp_1
550.SAMEA2273434	550.SAMEA2273434.FKBK01000004:17984-106510	1	0	0	0	0	1	88526	0	0	Int_SXT,rve_3
550.SAMEA2273434	550.SAMEA2273434.FKBK01000004:176923-273279	1	0	0	1	0	0	96356	0	0	Phage_integrase,DDE_Tnp_IS240
1005536.SAMN02435977	1005536.SAMN02435977.AKMO01000005:13649-31520	1	0	0	0	0	1	17871	0	0	Int_P2,rve_3
1280.SAMEA1464198	1280.SAMEA1464198.FHAH01000027:125-9473	1	0	0	0	1	0	9348	0	1	Rep_1,Mob_Pre,Mob_Pre,rve
446.SAMEA2078033	446.SAMEA2078033.FJMM01000010:34992-105314	2	0	0	0	1	0	70322	0	14	DDE_Tnp_ISL3,DDE_Tnp_ISL3,Phage_integrase
451.SAMN02982997	451.SAMN02982997.FMVN01000005:1-254137	1	0	0	0	1	0	254136	0	9	Int_SXT,TnpR
1281024.SAMN01885736	1281024.SAMN01885736.KE699620:1-70493	10	0	0	1	0	0	70492	0	0	Int_SXT,Phage_integrase,rve,rve,DDE_Tnp_IS66,Transposase_20,rve,rve,rve_3,DDE_Tnp_IS1,DDE_Tnp_IS1,DDE_Tnp_IS66
1445863.SAMN02581402	1445863.SAMN02581402.KK214044:103742-140496	1	0	1	0	0	0	36754	19	0	Phage_integrase,Phage_GPA,ser_ce
90370.SAMEA2056494	90370.SAMEA2056494.CHGE01000001:83870-96352	1	0	0	1	0	0	12482	0	0	Transposase_mut,Phage_integrase
28901.SAMN03356978	28901.SAMN03356978.MXLS01000022:1250-16229	2	0	0	1	0	0	14979	0	0	Transposase_mut,Transposase_mut,Phage_integrase
913240.SAMN03264976	913240.SAMN03264976.MZAX01000002:74127-182777	4	0	0	0	1	0	108650	1	21	rve_3,Phage_integrase,Phage_integrase,ser_ce,rve,DDE_Tnp_1,Phage_integrase,Int_P2
85569.SAMEA1484055	85569.SAMEA1484055.CTMS01000023:46480-53162	1	0	0	1	0	0	6682	0	0	Phage_integrase,DDE_Tnp_IS240
287.SAMN06761144	287.SAMN06761144.NFFY01000047:137-35169	1	0	0	0	1	0	35032	0	21	DDE_Tnp_Tn3,DDE_Tnp_Tn3,ser_ce
90370.SAMEA2159710	90370.SAMEA2159710.CHLK01000007:146997-221915	1	0	0	0	0	1	74918	6	20	Transposase_31,Int_P2
562.SAMN04054189	562.SAMN04054189.LJXX01000036:270-23783	1	0	0	0	1	0	23513	0	1	Phage_integrase,DDE_Tnp_IS1
1962118.SAMEA2068810	1962118.SAMEA2068810.FVFE01000002:11938-27142	1	0	0	1	0	0	15204	0	0	TnpA,Phage_integrase
287.SAMN03105639	287.SAMN03105639.JTRA01000041:91-142355	1	0	0	0	1	0	142264	0	21	rve,Phage_integrase
562.SAMN04002614	562.SAMN04002614.LOCY01000205:153532-169087	2	0	0	1	0	0	15555	0	0	Transposase_mut,Transposase_mut,Phage_integrase
299766.SAMN04252943	299766.SAMN04252943.LPOR01000012:158342-220602	1	0	0	1	0	0	62260	0	0	ser_ce,Phage_integrase
287.SAMN04128531	287.SAMN04128531.LLMW01000118:237947-315835	1	0	0	0	0	1	77888	0	0	Int_SXT,DDE_Tnp_IS66
1185650.SAMEA1965061	1185650.SAMEA1965061.FSGA01000001:11606-51747	1	0	0	1	0	0	40141	0	0	Myc,rve
908937.SAMN00262626	908937.SAMN00262626.GL982488:954873-1794086	1	0	0	0	0	1	839213	9	2	Xer,Phage_integrase,Relaxase,PDDEXK_2
908937.SAMN00262626	908937.SAMN00262626.GL982488:765133-893632	1	0	0	0	1	0	128499	0	2	PDDEXK_2,Mob_Pre,Int_CTnDOT,Int_CTnDOT
1233098.SAMN02470909	1233098.SAMN02470909.AMQG02000040:87435-96122	1	0	1	0	0	0	8687	2	0	Phage_integrase,DDE_Tnp_1
1739520.SAMN04480437	1739520.SAMN04480437.KV820232:87504-106711	1	0	0	1	0	0	19207	0	0	DDE_Tnp_1_3,Phage_integrase
1185650.SAMEA2148863	1185650.SAMEA2148863.FSNT01000007:107999-197800	2	0	0	1	0	0	89801	0	0	rve,TnpA,Phage_integrase
1396.SAMN05608067	1396.SAMN05608067.MIFA01000046:1594-32531	2	0	0	0	1	0	30937	0	1	rve,Tn7_Tnp_TnsA_N,Phage_integrase
90370.SAMEA2159482	90370.SAMEA2159482.CIZF01000010:8755-42782	1	0	1	0	0	0	34027	13	0	rve,ser_ce
562.SAMEA1466196	562.SAMEA1466196.CXZW01000003:256979-290523	1	0	0	0	1	0	33544	0	7	DDE_Tnp_IS66,TrwC
1313.SAMEA1029443	1313.SAMEA1029443.CLKT01000015:20585-46238	1	0	0	0	1	0	25653	0	1	Relaxase,ser_lsr,MobA_MobL,DDE_Tnp_1_4
562.SAMN03393389	562.SAMN03393389.LDYM01000134:97-19285	1	0	0	1	0	0	19188	0	0	rve_3,Phage_integrase
991987.SAMN00722981	991987.SAMN00722981.JH967720:161023-168911	1	0	0	1	0	0	7888	0	0	Phage_integrase,DDE_Tnp_Tn3
1351.SAMN03197297	1351.SAMN03197297.JVTX01000092:26472-29265	1	0	0	0	0	1	2793	0	0	Int_Tn916,Transposase_mut
487.SAMEA2674014	487.SAMEA2674014.FERV01000062:86-5327	1	0	0	1	0	0	5241	0	0	Phage_integrase,DDE_Tnp_1
90370.SAMEA2067736	90370.SAMEA2067736.CIUR01000001:83885-96367	1	0	0	1	0	0	12482	0	0	Transposase_mut,Phage_integrase
573.SAMN03280245	573.SAMN03280245.KQ088210:3091567-3159810	1	0	1	0	0	0	68243	6	0	Transposase_31,Int_SXT
573.SAMN03280245	573.SAMN03280245.KQ088210:1488044-1574308	3	0	1	0	0	0	86264	4	0	Phage_integrase,DDE_Tnp_IS240,Phage_integrase,DDE_Tnp_IS240,ser_ce
573.SAMN03280245	573.SAMN03280245.KQ088210:1024564-1069111	1	0	1	0	0	0	44547	19	0	Phage_integrase,DDE_Tnp_IS1,Phage_GPA
573.SAMN03280245	573.SAMN03280245.KQ088210:3601255-3647963	1	0	0	1	0	0	46708	0	0	DEDD_Tnp_IS110,Phage_integrase,Phage_integrase
1715058.SAMN04498586	1715058.SAMN04498586.KV828187:42-14373	1	0	0	0	0	1	14331	0	0	Int_Tn916,Rep_2,rve
1409378.SAMN02381439	1409378.SAMN02381439.KI973714:313-27194	1	0	0	0	0	1	26881	0	0	Rep_1,Rep_1,Rep_1,ser_ce,ser_ce
287.SAMN04128537	287.SAMN04128537.LLNC01000017:1-85486	2	0	0	0	1	0	85485	0	20	DDE_Tnp_1,DDE_Tnp_1,Int_SXT
54388.SAMEA2646059	54388.SAMEA2646059.CCUY01000004:317320-358148	1	0	0	0	0	1	40828	0	0	Int_SXT,rve
562.SAMN05560415	562.SAMN05560415.MDXB01000009:1-64236	2	0	0	0	1	0	64235	0	15	DDE_Tnp_IS240,huh_y2,TrwC
562.SAMN03922013	562.SAMN03922013.LQRU01000152:1-36563	1	0	0	0	0	1	36562	0	0	rve_3,Int_SXT
28901.SAMN03358271	28901.SAMN03358271.MYQX01000019:40-57055	5	0	0	0	1	0	57015	0	4	Phage_integrase,huh_y1,DDE_3,rve,ser_ce,Transposase_31
1409629.SAMN02381690	1409629.SAMN02381690.KI977469:582094-589742	1	0	0	1	0	0	7648	0	0	Phage_integrase,TnpA
1855660.SAMN05186780	1855660.SAMN05186780.MAEZ01000069:462-4686	1	0	0	1	0	0	4224	0	0	Phage_integrase,rve_3
670.SAMN03452300	670.SAMN03452300.LASM01000017:597718-621232	1	0	0	1	0	0	23514	0	0	ser_ce,Phage_integrase
1523157.SAMN02924052	1523157.SAMN02924052.JZWH01000048:257736-299223	5	0	0	1	0	0	41487	0	0	Phage_integrase,Phage_integrase,RitB,DDE_Tnp_IS66,rve,DDE_5,Transposase_mut
1331060.SAMN02471713	1331060.SAMN02471713.ATDP01000108:2747-139802	3	0	0	0	1	0	137055	0	2	TrwC,DDE_Tnp_1,DDE_Tnp_1,DDE_Tnp_1_2
85569.SAMEA773629	85569.SAMEA773629.CTPN01000032:305-49054	1	0	0	0	1	0	48749	0	21	Transposase_31,Int_P2
525372.SAMN00002244	525372.SAMN00002244.GG668643:167-10370	0	1	0	0	1	0	10203	0	2	Int_CTnDOT,Relaxase,Integron
1229204.SAMN02471197	1229204.SAMN02471197.AMYY01000002:124620-215044	1	0	0	0	0	1	90424	0	0	DDE_Tnp_1,Relaxase
562.SAMN05194385	562.SAMN05194385.LYXV01000033:375313-484549	2	0	0	1	0	0	109236	0	0	Transposase_20,Phage_integrase,Phage_integrase,Transposase_31
562.SAMN05194385	562.SAMN05194385.LYXV01000033:152494-251947	1	0	0	0	1	0	99453	0	21	Transposase_31,IntKX
90370.SAMEA2161914	90370.SAMEA2161914.CJCT01000001:83885-96367	1	0	0	1	0	0	12482	0	0	Transposase_mut,Phage_integrase
487004.SAMN03264960	487004.SAMN03264960.MZDW01000010:49855-101411	1	0	1	0	0	0	51556	18	0	Int_BPP-1,DDE_Tnp_ISL3
1444131.SAMN02687469	1444131.SAMN02687469.JOSB01000014:154047-194106	1	0	0	0	0	1	40059	0	0	Int_SXT,rve
36809.SAMEA1464913	36809.SAMEA1464913.CSYH01000001:483-192975	1	0	0	1	0	0	192492	0	0	Transposase_mut,Phage_integrase
1434192.SAMN02948390	1434192.SAMN02948390.KN323013:2234342-2391914	6	0	0	1	0	0	157572	0	0	rve_3,rve,rve,DDE_Tnp_IS66,Phage_integrase,DDE_Tnp_IS240,Transposase_mut
573.SAMEA2273685	573.SAMEA2273685.FLBU01000051:43-15295	2	0	0	1	0	0	15252	0	0	Transposase_31,Phage_integrase,rve_2
562.SAMN03292327	562.SAMN03292327.JXVO01000052:2106-15521	3	0	0	1	0	0	13415	0	0	Phage_integrase,DDE_Tnp_IS66,Transposase_mut,Transposase_mut
1630406.SAMN03406602	1630406.SAMN03406602.LDKC01000008:143-168485	1	0	0	1	0	0	168342	0	0	DDE_Tnp_IS1595,Phage_integrase
85569.SAMEA1521977	85569.SAMEA1521977.CTGY01000026:46499-53181	1	0	0	1	0	0	6682	0	0	Phage_integrase,DDE_Tnp_IS240
1290996.SAMN02951923	1290996.SAMN02951923.AOSJ01000036:35-23036	4	0	0	1	0	0	23001	0	0	OrfB_IS605,Phage_integrase,DDE_Tnp_1_5,DDE_Tnp_IS1,rve
90370.SAMEA2148337	90370.SAMEA2148337.CJHM01000013:77573-150180	1	0	0	0	0	1	72607	6	21	Transposase_31,Int_P2
1518501.SAMN02689486	1518501.SAMN02689486.LLXY01000001:2883-187550	2	0	0	0	1	0	184667	1	11	rve,Tn7_Tnp_TnsA_N
58095.SAMN02699349	58095.SAMN02699349.JYZT01000044:329-27918	2	1	0	1	0	0	27589	0	0	DDE_Tnp_1,Phage_integrase,DDE_Tnp_Tn3,ser_ce,Integron
90370.SAMEA1572857	90370.SAMEA1572857.CJQV01000001:418959-431440	1	0	0	1	0	0	12481	0	0	Phage_integrase,Transposase_mut
1262449.SAMN02469956	1262449.SAMN02469956.ANZB01000003:11694-100431	3	0	0	1	0	0	88737	0	0	rve_3,Phage_integrase,cas1,DDE_5
1262449.SAMN02469956	1262449.SAMN02469956.ANZB01000003:265800-342476	1	0	0	1	0	0	76676	0	0	DDE_5,Phage_integrase
1351.SAMN03200200	1351.SAMN03200200.JTKS01000007:1-22425	3	0	0	1	0	0	22424	0	0	rve,Phage_integrase,rve,ser_ce
562.SAMN02801880	562.SAMN02801880.JSQD01000044:304058-335279	1	0	0	0	1	0	31221	0	1	IntKX,DDE_3
1415629.SAMN02389526	1415629.SAMN02389526.CP006853:4674062-4728755	1	0	1	0	0	0	54693	3	0	Int_BPP-1,ser_ce
550.SAMEA2273178	550.SAMEA2273178.FKEL01000028:96-54458	4	0	0	1	0	0	54362	0	0	Phage_integrase,DDE_Tnp_IS66,rve,DDE_Tnp_IS1,rve
1406863.SAMN02370325	1406863.SAMN02370325.CP006838:2818670-2838305	1	0	0	0	1	0	19635	0	3	rve,ser_ce
1406863.SAMN02370325	1406863.SAMN02370325.CP006838:34439-110632	6	0	0	0	1	0	76193	0	1	ser_lsr,huh_y1,TnpA,Phage_integrase,DDE_Tnp_IS240,DDE_Tnp_IS240,Mob_Pre,DDE_Tnp_IS240,DDE_Tnp_IS240,Phage_integrase,ser_lsr
1406863.SAMN02370325	1406863.SAMN02370325.CP006838:2181190-2252143	3	0	0	1	0	0	70953	0	0	Transposase_mut,Transposase_mut,Phage_integrase,Transposase_mut
1406863.SAMN02370325	1406863.SAMN02370325.CP006838:436328-472172	2	0	0	0	1	0	35844	0	3	Int_Tn916,rve,Transposase_mut
90370.SAMEA2146473	90370.SAMEA2146473.CIJP01000001:392620-405102	1	0	0	1	0	0	12482	0	0	Phage_integrase,Transposase_mut
1307.SAMEA1566158	1307.SAMEA1566158.FIQJ01000017:126-7928	3	0	0	1	0	0	7802	0	0	DDE_Tnp_IS66,DDE_Tnp_IS66,rve,Phage_integrase
90370.SAMEA2603239	90370.SAMEA2603239.FFOF01000004:155137-193940	1	0	0	0	0	1	38803	0	0	rve_3,Int_SXT
562.SAMN04421278	562.SAMN04421278.LRLW01000092:46-14488	1	0	0	0	1	0	14442	0	4	Transposase_31,Relaxase
1535242.SAMN06094795	1535242.SAMN06094795.MRDK01000035:1-179056	2	0	0	0	1	0	179055	0	15	ser_lsr,Transposase_20,Phage_integrase,rve
1620419.SAMN02368976	1620419.SAMN02368976.MYSF01000015:19350-33129	2	0	0	1	0	0	13779	0	0	Transposase_mut,Transposase_mut,Phage_integrase,Phage_integrase
1981745.SAMN06771329	1981745.SAMN06771329.NEJY01000018:27-154344	1	0	0	0	0	1	154317	0	0	DDE_Tnp_ISL3,Int_SXT
1428.SAMN05934565	1428.SAMN05934565.NFEN01000168:151-22393	1	0	0	1	0	0	22242	0	0	TnpA,Phage_integrase
1081943.SAMN02470707	1081943.SAMN02470707.AGQP01000042:378-46910	5	0	0	1	0	0	46532	0	0	rve,Phage_integrase,PDDEXK_2,ser_ce,DDE_Tnp_Tn3,DDE_Tnp_1_6,rve
882869.SAMN00710623	882869.SAMN00710623.AETW01000054:83785-100290	1	0	0	1	0	0	16505	0	0	Transposase_mut,Phage_integrase
1280.SAMEA1464691	1280.SAMEA1464691.FGFV01000005:163196-197205	2	0	0	0	0	1	34009	0	0	DDE_Tnp_IS240,DDE_Tnp_1,ser_lsr
562.SAMN03196607	562.SAMN03196607.JTGM01000081:171-39254	2	0	0	0	0	1	39083	17	0	ser_ce,DDE_Tnp_1
98360.SAMN04394871	98360.SAMN04394871.NABW01000011:37478-81695	1	0	1	0	0	0	44217	11	0	Phage_integrase,Transposase_20
1422675.SAMN02404258	1422675.SAMN02404258.KK236160:53895-73257	2	0	0	0	1	0	19362	0	3	Int_Tn916,DDE_Tnp_1,DDE_Tnp_1
1169266.SAMN00839751	1169266.SAMN00839751.KB822003:1-5534	1	0	0	1	0	0	5533	0	0	Phage_integrase,TnpA
1388526.SAMN02325650	1388526.SAMN02325650.KI971345:237-7933	1	0	0	1	0	0	7696	0	0	Phage_integrase,TnpA
1446605.SAMN02353030	1446605.SAMN02353030.JHLP01000010:9756-38558	3	0	0	0	0	1	28802	0	0	Int_SXT,DDE_Tnp_IS66,DDE_Tnp_IS66,DDE_Tnp_IS1
33007.SAMN03842029	33007.SAMN03842029.KQ955225:1-297189	1	0	1	0	0	0	297188	12	0	rve,DDE_Tnp_1_2,ser_lsr,ser_lsr
1245.SAMD00042709	1245.SAMD00042709.BCMP01000045:121-15901	1	0	0	0	1	0	15780	0	1	Mob_Pre,rve_2
1116172.SAMN00829436	1116172.SAMN00829436.AQAH01000052:1-47195	1	0	0	0	1	0	47194	0	18	Relaxase,Transposase_31
285.SAMD00023462	285.SAMD00023462.BBQP01000013:31-116361	1	0	1	0	0	0	116330	3	0	rve,rve,rve,rve_3,DDE_Tnp_1,Int_SXT
1053208.SAMN02596840	1053208.SAMN02596840.KB976625:1-10753	1	0	0	0	0	1	10752	0	0	Int_Tn916,rve
1313.SAMEA1029291	1313.SAMEA1029291.CLKO01000018:20559-46212	1	0	0	0	1	0	25653	0	1	Relaxase,ser_lsr,MobA_MobL,DDE_Tnp_1_4
104087.SAMN03001946	104087.SAMN03001946.JQGJ02000023:14469-69873	2	0	0	0	0	1	55404	0	0	Int_SXT,ser_ce,Transposase_20
1736447.SAMN04155716	1736447.SAMN04155716.LMEJ01000014:25428-753602	2	0	0	0	0	1	728174	2	11	Int_SXT,DDE_Tnp_1_2,TnpA
1313.SAMEA1022807	1313.SAMEA1022807.CMWB01000040:142-19036	1	0	0	0	0	1	18894	0	0	DDE_3,Phage_integrase,Relaxase
1303.SAMN02836943	1303.SAMN02836943.JPGB01000004:567837-673013	1	0	1	0	0	0	105176	7	0	cas1,Int_Tn916
742730.SAMN02463852	742730.SAMN02463852.JH414884:277177-501668	2	0	0	0	1	0	224491	0	18	Transposase_31,huh_y1,IntKX
1438709.SAMN02581305	1438709.SAMN02581305.KK736740:1220-41508	2	0	0	0	1	0	40288	0	9	Relaxase,DDE_Tnp_Tn3,DDE_Tnp_Tn3,DDE_Tnp_IS240,ser_ce
823.SAMEA3545364	823.SAMEA3545364.CZAR01000009:36383-59219	1	0	0	0	0	1	22836	0	0	Int_CTnDOT,DDE_Tnp_IS66
562.SAMEA2593895	562.SAMEA2593895.LM996721:73-75165	8	0	0	0	1	0	75092	1	6	rve,TrwC,DDE_Tnp_IS66,DDE_Tnp_IS66,Phage_integrase,DDE_Tnp_1,rve,DEDD_Tnp_IS110,rve,Phage_integrase,rve
1280.SAMEA1464439	1280.SAMEA1464439.FGPC01000029:162-20760	3	0	0	0	0	1	20598	0	0	Mob_Pre,Mob_Pre,ser_ce,ser_ce,rve,rve
562.SAMN05928870	562.SAMN05928870.MOFP01000002:1-50585	1	0	0	0	0	1	50584	0	0	rve,Int_SXT
1352.SAMEA3893581	1352.SAMEA3893581.FXIJ01000040:206-8662	2	0	0	1	0	0	8456	0	0	Phage_integrase,DDE_Tnp_1,rve,Phage_integrase
562.SAMN04105225	562.SAMN04105225.LKAY01000016:34-35329	1	0	0	0	1	0	35295	0	9	DDE_Tnp_Tn3,Relaxase,ser_ce
1313.SAMEA1029178	1313.SAMEA1029178.CMMP01000014:747-18229	2	0	0	0	1	0	17482	0	1	DDE_Tnp_1_6,DDE_Tnp_1,Relaxase,ser_lsr
90371.SAMN02368673	90371.SAMN02368673.MXYX01000014:143-95558	5	0	0	0	1	0	95415	0	15	TrwC,Transposase_31,ser_ce,rve,DDE_3,huh_y1,Phage_integrase
90370.SAMEA2156057	90370.SAMEA2156057.CJIH01000006:23-74941	1	0	0	0	0	1	74918	6	20	Int_P2,Transposase_31
1313.SAMEA2382800	1313.SAMEA2382800.FDHG01000002:123715-134505	1	0	0	0	1	0	10790	0	2	DDE_Tnp_4,Phage_integrase
85569.SAMEA1568514	85569.SAMEA1568514.CVKC01000012:282-13147	2	0	0	1	0	0	12865	0	0	Phage_integrase,Transposase_mut,Transposase_mut
90105.SAMN04962053	90105.SAMN04962053.MLUW01000003:374607-391757	1	0	1	0	0	0	17150	3	0	Phage_integrase,Phage_integrase,Transposase_mut
1396.SAMN03325942	1396.SAMN03325942.LABN01000050:128-53433	2	0	0	1	0	0	53305	0	0	DDE_Tnp_1,DDE_Tnp_Tn3,Phage_integrase
1409773.SAMN02381832	1409773.SAMN02381832.JBEW01000003:1-60417	4	0	0	0	0	1	60416	0	0	DDE_Tnp_1,ser_lsr,rve,rve,Transposase_20
319.SAMN03837774	319.SAMN03837774.LGKV01000013:5706-141203	2	0	0	1	0	0	135497	0	0	Phage_integrase,Phage_integrase,DDE_Tnp_IS66,DDE_3
1502752.SAMN02799638	1502752.SAMN02799638.FMWE01000003:25562-221896	2	0	0	0	1	0	196334	0	2	Int_Tn916,TrwC,DEDD_Tnp_IS110,DDE_Tnp_ISL3
1185650.SAMEA2071252	1185650.SAMEA2071252.FRYM01000001:665050-678067	1	0	0	0	0	1	13017	0	0	ser_ce,Int_Tn916
1116025.SAMN00829273	1116025.SAMN00829273.APXI01000087:152-16178	1	0	0	0	0	1	16026	1	0	Int_SXT,DDE_Tnp_1
1313.SAMEA2160852	1313.SAMEA2160852.FIDI01000008:10730-67038	1	0	0	0	1	0	56308	0	2	huh_y1,Phage_integrase,Phage_integrase
1502746.SAMN02799636	1502746.SAMN02799636.FNWP01000024:27043-102181	5	0	0	0	1	0	75138	0	2	Int_P2,TrwC,rve,Transposase_20,Transposase_mut,Transposase_mut,rve_3
1422216.SAMN02403766	1422216.SAMN02403766.KK099046:19-21538	1	0	0	0	0	1	21519	0	0	Rep_1,Rep_1,Rep_1,ser_ce,ser_ce
992006.SAMN00722988	992006.SAMN00722988.JH967562:122828-130433	1	0	0	1	0	0	7605	0	0	Phage_integrase,DDE_Tnp_Tn3
1313.SAMEA1023858	1313.SAMEA1023858.CKJP01000048:73-6023	2	0	0	0	1	0	5950	0	1	Relaxase,DDE_Tnp_1,DDE_Tnp_1_6
470.SAMN06837829	470.SAMN06837829.NGER01000113:9151-16801	1	0	0	0	0	1	7650	0	0	Int_SXT,DDE_Tnp_1
1116126.SAMN00829265	1116126.SAMN00829265.AQGG01000058:17254-54786	1	0	1	0	0	0	37532	14	0	ser_ce,rve
1330530.SAMN02729951	1330530.SAMN02729951.ATLY01000031:51-107286	5	0	0	0	1	0	107235	0	15	rve_2,rve,DDE_Tnp_1,Transposase_mut,rve,TrwC
90370.SAMEA2159126	90370.SAMEA2159126.CJDT01000006:146997-222049	1	0	0	0	0	1	75052	6	20	Transposase_31,Int_P2
1328429.SAMN02138568	1328429.SAMN02138568.KI535631:1118998-1159600	1	0	0	0	0	1	40602	0	0	Int_SXT,rve
1328429.SAMN02138568	1328429.SAMN02138568.KI535631:3080847-3122776	2	0	0	1	0	0	41929	0	0	Phage_integrase,Transposase_mut,Transposase_mut
1328429.SAMN02138568	1328429.SAMN02138568.KI535631:4594406-4633477	1	0	0	1	0	0	39071	0	0	Transposase_31,Phage_integrase,Phage_integrase
1412714.SAMN02385454	1412714.SAMN02385454.JDZA01000008:370-38850	3	0	0	0	0	1	38480	0	0	DDE_Tnp_1,ser_lsr,rve,rve
392320.SAMN05514346	392320.SAMN05514346.MCNV01000058:1711-12526	1	0	0	1	0	0	10815	0	0	rve,Phage_integrase
1428.SAMN05934565	1428.SAMN05934565.NFEN01000162:92-10781	2	0	0	1	0	0	10689	0	0	DDE_Tnp_Tn3,Phage_integrase,TnpA,Phage_integrase
562.SAMEA2593928	562.SAMEA2593928.CCPZ01000231:9682-13881	4	0	0	1	0	0	4199	0	0	rve,rve,rve,Phage_integrase,ser_ce
1169398.SAMN00847716	1169398.SAMN00847716.KB731717:97158-115573	1	0	0	1	0	0	18415	0	0	Phage_integrase,ser_ce
1311012.SAMN02644668	1311012.SAMN02644668.JGCE01000060:1-15174	1	0	0	0	1	0	15173	0	2	TrwC,rve
349966.SAMN02940921	349966.SAMN02940921.KN150731:630275-840438	8	0	0	1	0	0	210163	0	0	Int_SXT,Transposase_mut,rve_3,Phage_integrase,DDE_Tnp_IS240,DDE_Tnp_IS240,DDE_Tnp_IS240,DDE_Tnp_IS240,DDE_Tnp_IS240,Phage_integrase,DDE_Tnp_Tn3
349966.SAMN02940921	349966.SAMN02940921.KN150731:182255-571882	1	0	0	1	0	0	389627	0	0	Phage_integrase,ser_ce
349966.SAMN02940921	349966.SAMN02940921.KN150731:4103089-4296035	2	0	0	0	0	1	192946	0	0	Int_SXT,DDE_Tnp_Tn3,DDE_Tnp_IS240
349966.SAMN02940921	349966.SAMN02940921.KN150731:4368089-4900025	1	0	1	0	0	0	531936	20	0	Tn7_Tnp_TnsA_N,Phage_GPA,Phage_integrase,Phage_integrase
349966.SAMN02940921	349966.SAMN02940921.KN150731:1543086-1983002	2	0	1	0	0	0	439916	7	0	Phage_integrase,DEDD_Tnp_IS110,Phage_integrase,DEDD_Tnp_IS110
1736347.SAMN04151737	1736347.SAMN04151737.LMPI01000001:307045-368982	1	0	0	1	0	0	61937	0	0	Xer,Phage_integrase,Phage_integrase,Phage_integrase,DDE_Tnp_1_2
59201.SAMN03079704	59201.SAMN03079704.JWQT01000013:138769-178553	1	0	1	0	0	0	39784	20	0	Phage_integrase,Phage_GPA,ser_ce
546.SAMN03197733	546.SAMN03197733.JVDD01000070:267-1516	1	0	0	1	0	0	1249	0	0	rve,Phage_integrase
