specI	genomeID	kingdom	phylum	class	order	family	genus	species	assembly_status	Marker_lineage	checkM_completness	checkM_contamination
specI_v3_Cluster259	470.SAMN06892223	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter_baumannii	WGS	g__Acinetobacter_(UID4685)	99.98	0.63
specI_v3_Cluster259	470.SAMN06892224	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter_baumannii	WGS	g__Acinetobacter_(UID4685)	99.59	0.61
specI_v3_Cluster259	470.SAMN06892225	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter_baumannii	WGS	g__Acinetobacter_(UID4685)	99.98	0.61
specI_v3_Cluster259	470.SAMN06892226	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter_baumannii	WGS	g__Acinetobacter_(UID4685)	99.1	0.61
specI_v3_Cluster259	470.SAMN06892227	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter_baumannii	WGS	f__Moraxellaceae_(UID4680)	100	0
specI_v3_Cluster259	470.SAMN06892231	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter_baumannii	WGS	g__Acinetobacter_(UID4685)	99.98	0.66
specI_v3_Cluster259	470.SAMN06892234	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter_baumannii	WGS	g__Acinetobacter_(UID4685)	99.98	0.63
specI_v3_Cluster259	470.SAMN06892237	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter_baumannii	WGS	g__Acinetobacter_(UID4685)	99.98	0.63
specI_v3_Cluster259	470.SAMN06892239	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter_baumannii	WGS	f__Moraxellaceae_(UID4680)	100	0
specI_v3_Cluster259	470.SAMN06892241	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter_baumannii	WGS	f__Moraxellaceae_(UID4680)	100	0.27
specI_v3_Cluster259	470.SAMN06892242	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter_baumannii	WGS	g__Acinetobacter_(UID4685)	99.98	0.63
specI_v3_Cluster259	470.SAMN06892244	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter_baumannii	WGS	f__Moraxellaceae_(UID4680)	100	0
specI_v3_Cluster259	470.SAMN06892245	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter_baumannii	WGS	g__Acinetobacter_(UID4685)	99.98	0.63
specI_v3_Cluster259	470.SAMN06892248	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter_baumannii	WGS	f__Moraxellaceae_(UID4680)	100	0
specI_v3_Cluster259	470.SAMN06892249	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter_baumannii	WGS	g__Acinetobacter_(UID4685)	99.98	0.63
specI_v3_Cluster259	470.SAMN06892254	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter_baumannii	WGS	g__Acinetobacter_(UID4685)	99.51	0.61
specI_v3_Cluster259	470.SAMN06892256	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter_baumannii	WGS	f__Moraxellaceae_(UID4680)	100	0
specI_v3_Cluster259	470.SAMN06892257	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter_baumannii	WGS	g__Acinetobacter_(UID4685)	98.8	0.61
specI_v3_Cluster259	470.SAMN06892258	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter_baumannii	WGS	f__Moraxellaceae_(UID4680)	100	0
specI_v3_Cluster259	470.SAMN06892260	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter_baumannii	WGS	f__Moraxellaceae_(UID4680)	100	0
specI_v3_Cluster259	470.SAMN06892275	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter_baumannii	WGS	f__Moraxellaceae_(UID4680)	99.73	0
specI_v3_Cluster259	470.SAMN06892276	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter_baumannii	WGS	f__Moraxellaceae_(UID4680)	100	0
specI_v3_Cluster259	470.SAMN06892277	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter_baumannii	WGS	f__Moraxellaceae_(UID4680)	100	0
specI_v3_Cluster259	470.SAMN06892281	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter_baumannii	WGS	f__Moraxellaceae_(UID4680)	100	0.73
specI_v3_Cluster259	470.SAMN06892282	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter_baumannii	WGS	f__Moraxellaceae_(UID4680)	100	0
specI_v3_Cluster259	470.SAMN06892283	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter_baumannii	WGS	g__Acinetobacter_(UID4685)	99.59	0.61
specI_v3_Cluster259	470.SAMN06892284	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter_baumannii	WGS	f__Moraxellaceae_(UID4680)	100	0.73
specI_v3_Cluster259	470.SAMN06892285	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter_baumannii	WGS	g__Acinetobacter_(UID4685)	99.59	0.61
specI_v3_Cluster259	470.SAMN06892287	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter_baumannii	WGS	g__Acinetobacter_(UID4685)	99.19	0.71
specI_v3_Cluster259	470.SAMN06892288	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter_baumannii	WGS	g__Acinetobacter_(UID4685)	99.98	0.63
specI_v3_Cluster259	470.SAMN06892289	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter_baumannii	WGS	g__Acinetobacter_(UID4685)	99.19	0.61
specI_v3_Cluster259	470.SAMN06892290	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter_baumannii	WGS	g__Acinetobacter_(UID4685)	99.19	0.61
specI_v3_Cluster259	470.SAMN06892292	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter_baumannii	WGS	g__Acinetobacter_(UID4685)	98.8	0.61
specI_v3_Cluster259	470.SAMN06892293	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter_baumannii	WGS	g__Acinetobacter_(UID4685)	99.98	0.61
specI_v3_Cluster259	470.SAMN06892294	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter_baumannii	WGS	f__Moraxellaceae_(UID4680)	100	0.27
specI_v3_Cluster259	470.SAMN06892295	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter_baumannii	WGS	g__Acinetobacter_(UID4685)	99.59	0.61
specI_v3_Cluster259	470.SAMN06892296	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter_baumannii	WGS	g__Acinetobacter_(UID4685)	99.59	0.61
specI_v3_Cluster259	470.SAMN06892297	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter_baumannii	WGS	g__Acinetobacter_(UID4685)	99.59	0.61
specI_v3_Cluster259	470.SAMN06892299	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter_baumannii	WGS	g__Acinetobacter_(UID4685)	99.19	0.61
specI_v3_Cluster259	470.SAMN06892300	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter_baumannii	WGS	f__Moraxellaceae_(UID4680)	100	0
specI_v3_Cluster260	470.SAMN06892302	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter_baumannii	WGS	f__Moraxellaceae_(UID4680)	99.45	0.14
specI_v3_Cluster259	470.SAMN06892308	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter_baumannii	WGS	f__Moraxellaceae_(UID4680)	100	0
specI_v3_Cluster259	470.SAMN06892310	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter_baumannii	WGS	f__Moraxellaceae_(UID4680)	100	0
specI_v3_Cluster259	470.SAMN06892311	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter_baumannii	WGS	f__Moraxellaceae_(UID4680)	100	0.41
specI_v3_Cluster259	470.SAMN06892314	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter_baumannii	WGS	f__Moraxellaceae_(UID4680)	100	0
specI_v3_Cluster259	470.SAMN06892315	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter_baumannii	WGS	f__Moraxellaceae_(UID4680)	100	0.14
specI_v3_Cluster259	470.SAMN06892316	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter_baumannii	WGS	f__Moraxellaceae_(UID4680)	100	0.07
specI_v3_Cluster259	470.SAMN06892318	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter_baumannii	WGS	f__Moraxellaceae_(UID4680)	100	1.14
specI_v3_Cluster259	470.SAMN06892320	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter_baumannii	WGS	g__Acinetobacter_(UID4685)	99.98	0.61
specI_v3_Cluster259	470.SAMN06892321	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter_baumannii	WGS	g__Acinetobacter_(UID4685)	99.39	0.61
specI_v3_Cluster259	470.SAMN06892322	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter_baumannii	WGS	f__Moraxellaceae_(UID4680)	100	0
specI_v3_Cluster259	470.SAMN06892323	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter_baumannii	WGS	g__Acinetobacter_(UID4685)	99.29	0.67
specI_v3_Cluster259	470.SAMN06892324	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter_baumannii	WGS	f__Moraxellaceae_(UID4680)	100	0.41
specI_v3_Cluster259	470.SAMN06892325	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter_baumannii	WGS	g__Acinetobacter_(UID4685)	99.98	0.61
specI_v3_Cluster259	470.SAMN06892326	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter_baumannii	WGS	g__Acinetobacter_(UID4685)	99.53	0.61
specI_v3_Cluster259	470.SAMN06892328	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter_baumannii	WGS	g__Acinetobacter_(UID4685)	99.98	0.63
specI_v3_Cluster259	470.SAMN06892329	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter_baumannii	WGS	f__Moraxellaceae_(UID4680)	100	0
specI_v3_Cluster259	470.SAMN06892330	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter_baumannii	WGS	f__Moraxellaceae_(UID4680)	100	0
specI_v3_Cluster259	470.SAMN06892331	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter_baumannii	WGS	g__Acinetobacter_(UID4685)	99.19	0.61
specI_v3_Cluster797	470137.SAMN02604298	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Brucellaceae	Brucella	Brucella_suis	Complete	g__Brucella_(UID3485)	99.43	0.49
specI_v3_Cluster3690	470146.SAMN00000016	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Coprococcus	Coprococcus_comes	WGS	f__Lachnospiraceae_(UID1256)	99.42	0
specI_v3_Cluster797	470735.SAMN02427355	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Brucellaceae	Brucella	Brucella_inopinata	WGS	g__Brucella_(UID3486)	92.9	0.85
specI_v3_Cluster797	470735.SAMN02472076	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Brucellaceae	Brucella	Brucella_inopinata	WGS	c__Alphaproteobacteria_(UID3305)	100	0
specI_v3_Cluster1847	470931.SAMN03320104	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Pantoea	Pantoea_anthophila	WGS	f__Enterobacteriaceae_(UID5054)	100	0.21
specI_v3_Cluster1848	470934.SAMEA3213013	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Pantoea	Pantoea_vagans	WGS	f__Enterobacteriaceae_(UID5054)	100	0.36
specI_v3_Cluster1848	470934.SAMN02905155	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Pantoea	Pantoea_vagans	WGS	f__Enterobacteriaceae_(UID5054)	100	0
specI_v3_Cluster1645	470934.SAMN03068907	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Pantoea	Pantoea_vagans	Complete	f__Enterobacteriaceae_(UID5054)	99.92	0.07
specI_v3_Cluster1848	470934.SAMN03793177	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Pantoea	Pantoea_vagans	WGS	f__Enterobacteriaceae_(UID5054)	100	0.36
specI_v3_Cluster1848	470934.SAMN06285540	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Pantoea	Pantoea_vagans	WGS	f__Enterobacteriaceae_(UID5054)	99.67	0.36
specI_v3_Cluster262	471.SAMD00019676	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter_calcoaceticus	WGS	f__Moraxellaceae_(UID4680)	99.91	0
specI_v3_Cluster262	471.SAMD00023354	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter_calcoaceticus	WGS	f__Moraxellaceae_(UID4680)	100	0.41
specI_v3_Cluster259	471.SAMEA3310339	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter_calcoaceticus	WGS	f__Moraxellaceae_(UID4680)	100	0
specI_v3_Cluster261	471.SAMN02787121	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter_calcoaceticus	WGS	f__Moraxellaceae_(UID4680)	100	0.31
specI_v3_Cluster262	471.SAMN03349710	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter_calcoaceticus	WGS	f__Moraxellaceae_(UID4680)	100	0.41
specI_v3_Cluster262	471.SAMN04386095	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter_calcoaceticus	WGS	f__Moraxellaceae_(UID4680)	100	0
specI_v3_Cluster321	471.SAMN05225403	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter_calcoaceticus	WGS	f__Moraxellaceae_(UID4680)	96.23	3.91
specI_v3_Cluster3302	471223.SAMN00000635	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Geobacillus	Geobacillus_sp._WCH70	Complete	f__Bacillaceae_(UID830)	99.44	0
specI_v3_Cluster850	471472.SAMEA1705923	Bacteria	Chlamydiae	Chlamydiia	Chlamydiales	Chlamydiaceae	Chlamydia	Chlamydia_trachomatis	WGS	o__Chlamydiales_(UID2994)	98.92	0
specI_v3_Cluster850	471473.SAMEA1705954	Bacteria	Chlamydiae	Chlamydiia	Chlamydiales	Chlamydiaceae	Chlamydia	Chlamydia_trachomatis	WGS	o__Chlamydiales_(UID2994)	98.92	0
specI_v3_Cluster5919	471857.SAMN02598440	Bacteria	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Saccharomonospora	Saccharomonospora_viridis	Complete	o__Actinomycetales_(UID2014)	99.34	0
specI_v3_Cluster1616	471871.SAMN00000018	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium_sporogenes	WGS	g__Clostridium_(UID1380)	99.9	0
specI_v3_Cluster902	471872.SAMN00000017	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_infantarius	WGS	o__Lactobacillales_(UID544)	99.25	0
specI_v3_Cluster2625	471874.SAMN00000020	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Morganellaceae	Providencia	Providencia_stuartii	WGS	c__Gammaproteobacteria_(UID4442)	100	0.54
specI_v3_Cluster1595	471875.SAMN00000022	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	Ruminococcus_lactaris	WGS	f__Lachnospiraceae_(UID1256)	99.42	0
specI_v3_Cluster315	471876.SAMN02604236	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_pyogenes	Complete	g__Streptococcus_(UID722)	99.38	0
specI_v3_Cluster2512	471881.SAMN00000019	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Morganellaceae	Proteus	Proteus_penneri	WGS	c__Gammaproteobacteria_(UID4442)	94.61	0.54
specI_v3_Cluster515	47229.SAMN03072705	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	Massilia_timonae	WGS	o__Burkholderiales_(UID4002)	99.85	0.04
specI_v3_Cluster1651	472693.SAMN05332127	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Pantoea	Pantoea_eucrina	WGS	f__Enterobacteriaceae_(UID5054)	98.95	0.42
specI_v3_Cluster1651	472693.SAMN05757669	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Pantoea	Pantoea_eucrina	WGS	f__Enterobacteriaceae_(UID5054)	99.03	0.44
specI_v3_Cluster1846	472694.SAMN05728469	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Pantoea	Pantoea_brenneri	WGS	f__Enterobacteriaceae_(UID5054)	99.31	0.58
specI_v3_Cluster1642	472695.SAMEA3138967	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Pantoea	Pantoea_septica	WGS	f__Enterobacteriaceae_(UID5054)	99.48	0.25
specI_v3_Cluster1642	472695.SAMN05915835	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Pantoea	Pantoea_septica	WGS	f__Enterobacteriaceae_(UID5054)	99.76	0.41
specI_v3_Cluster1846	472705.SAMN04902363	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Pantoea	Pantoea_conspicua	WGS	f__Enterobacteriaceae_(UID5054)	100	0.54
specI_v3_Cluster1846	472705.SAMN05757366	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Pantoea	Pantoea_conspicua	WGS	f__Enterobacteriaceae_(UID5054)	99.4	0.06
specI_v3_Cluster6096	47312.SAMN04457854	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Tsukamurellaceae	Tsukamurella	Tsukamurella_pulmonis	WGS	o__Actinomycetales_(UID1814)	99.94	0.52
specI_v3_Cluster6096	47312.SAMN04457855	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Tsukamurellaceae	Tsukamurella	Tsukamurella_pulmonis	WGS	o__Actinomycetales_(UID1814)	99.94	0.52
specI_v3_Cluster6096	47312.SAMN04489765	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Tsukamurellaceae	Tsukamurella	Tsukamurella_pulmonis	WGS	o__Actinomycetales_(UID1814)	99.94	0.52
specI_v3_Cluster1735	473421.SAMN04145201	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Xanthomonas	Xanthomonas_citri	WGS	c__Gammaproteobacteria_(UID4202)	99.43	1.09
specI_v3_Cluster1735	473421.SAMN05818161	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Xanthomonas	Xanthomonas_citri	WGS	c__Gammaproteobacteria_(UID4202)	99.18	0.36
specI_v3_Cluster6202	473788.SAMN02436179	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Nitrosococcus	Nitrosococcus_oceani	WGS	c__Gammaproteobacteria_(UID4267)	97.13	0.09
specI_v3_Cluster2698	473819.SAMN00000021	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium_dentium	WGS	f__Bifidobacteriaceae_(UID1458)	99.91	0
specI_v3_Cluster318	474186.SAMN02603002	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus_faecalis	Complete	o__Lactobacillales_(UID544)	99.63	0
specI_v3_Cluster3903	47466.SAMN03255733	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Borreliaceae	Borrelia	Borrelia_miyamotoi	Complete	f__Spirochaetaceae_(UID2512)	98.9	0
specI_v3_Cluster3903	47466.SAMN04455594	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Borreliaceae	Borrelia	Borrelia_miyamotoi	Complete	f__Spirochaetaceae_(UID2512)	98.49	0
specI_v3_Cluster6323	47500.SAMEA2602737	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Aneurinibacillus	Aneurinibacillus_migulanus	WGS	f__Paenibacillaceae_(UID971)	98.68	1.88
specI_v3_Cluster6323	47500.SAMN03329519	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Aneurinibacillus	Aneurinibacillus_migulanus	WGS	f__Paenibacillaceae_(UID971)	98.68	1.88
specI_v3_Cluster6323	47500.SAMN03329520	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Aneurinibacillus	Aneurinibacillus_migulanus	WGS	f__Paenibacillaceae_(UID971)	99.22	2.69
specI_v3_Cluster6323	47500.SAMN03854604	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Aneurinibacillus	Aneurinibacillus_migulanus	WGS	f__Paenibacillaceae_(UID971)	99.22	1.88
specI_v3_Cluster6323	47500.SAMN03940008	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Aneurinibacillus	Aneurinibacillus_migulanus	WGS	f__Paenibacillaceae_(UID971)	99.22	2.69
specI_v3_Cluster6323	47500.SAMN04487909	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Aneurinibacillus	Aneurinibacillus_migulanus	WGS	f__Paenibacillaceae_(UID971)	99.22	2.69
specI_v3_Cluster95	475609.PRJEB50	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia_coli	Complete	f__Enterobacteriaceae_(UID5162)	99.47	0.1
specI_v3_Cluster329	475791.SAMN05934544	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus_thuringiensis	WGS	g__Bacillus_(UID902)	98.02	0.15
specI_v3_Cluster2327	476.SAMN06308688	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Moraxella	Moraxella_bovis	WGS	o__Pseudomonadales_(UID4679)	96.71	1.37
specI_v3_Cluster1709	476210.PRJNA21001	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Borreliaceae	Borreliella	Borreliella_burgdorferi	WGS	f__Spirochaetaceae_(UID2512)	99.46	0
specI_v3_Cluster1709	476211.PRJNA21003	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Borreliaceae	Borreliella	Borreliella_burgdorferi	WGS	f__Spirochaetaceae_(UID2512)	99.6	0
specI_v3_Cluster99	476213.SAMN02603245	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella_enterica	Complete	f__Enterobacteriaceae_(UID5139)	99.94	0.04
specI_v3_Cluster3685	476272.SAMN02415620	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	Blautia_hydrogenotrophica	WGS	o__Clostridiales_(UID1226)	98.73	1.58
specI_v3_Cluster1190	476282.SAMN02726028	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Bradyrhizobium	Bradyrhizobium_japonicum	Complete	g__Bradyrhizobium_(UID3699)	100	0.3
specI_v3_Cluster206	47660.SAMN04099190	Bacteria	Proteobacteria	NA_Proteobacteria_class_incertae_sedis	NA_Proteobacteria_order_incertae_sedis	NA_Proteobacteria_fam._incertae_sedis	NA_Proteobacteria_gen._incertae_sedis	Pseudomonas_sp._ADP	WGS	o__Pseudomonadales_(UID4488)	99.93	2.17
specI_v3_Cluster3473	47678.SAMEA3545345	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides_caccae	WGS	g__Bacteroides_(UID2691)	99.29	1.11
specI_v3_Cluster3473	47678.SAMEA3545409	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides_caccae	WGS	g__Bacteroides_(UID2691)	99.19	0.62
specI_v3_Cluster2326	477.SAMN05214411	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Moraxella	Moraxella_lacunata	WGS	o__Pseudomonadales_(UID4679)	97.4	0.82
